date,epiweek,region,ili,wili,num_ili,num_patients,num_providers
2021-05-29,202121,nat,1.19113,1.14576,19685,1652632,3184
2021-06-05,202122,nat,1.25152,1.18405,20152,1610198,3182
2021-06-12,202123,nat,1.14539,1.12999,19188,1675241,3148
2021-06-19,202124,nat,1.18507,1.19103,19672,1659980,3107
2021-06-26,202125,nat,1.21019,1.21258,19896,1644041,3093
2021-07-03,202126,nat,1.2128,1.2132,20103,1657572,3092
2021-07-10,202127,nat,1.32915,1.26708,22376,1683488,3094
2021-07-17,202128,nat,1.44259,1.38688,25263,1751226,3103
2021-07-24,202129,nat,1.70922,1.64767,30554,1787598,3102
2021-07-31,202130,nat,1.90931,1.799,35221,1844702,3088
2021-08-07,202131,nat,2.05205,1.94947,37762,1840212,3085
2021-08-14,202132,nat,2.15537,2.03512,40069,1859035,3079
2021-08-21,202133,nat,2.30346,2.19023,42753,1856032,3071
2021-08-28,202134,nat,2.30735,2.23843,43062,1866295,3066
2021-09-04,202135,nat,2.2523,2.26655,40878,1814941,3067
2021-09-11,202136,nat,2.21305,2.21303,39438,1782067,3057
2021-09-18,202137,nat,2.00533,2.04664,36222,1806283,3095
2021-09-25,202138,nat,1.93726,1.9014,34019,1756033,3076
2021-10-02,202139,nat,1.84254,1.84504,30002,1628298,2919
2021-10-09,202140,nat,1.96383,2.03726,39606,2016770,3590
2021-10-16,202141,nat,1.90565,1.94864,37639,1975130,3580
2021-10-23,202142,nat,1.86005,1.92538,35684,1918446,3538
2021-10-30,202143,nat,1.89307,1.9789,36616,1934216,3572
2021-11-06,202144,nat,2.08583,2.1334,39986,1917029,3578
2021-11-13,202145,nat,2.22432,2.25788,44242,1989010,3601
2021-11-20,202146,nat,2.35599,2.41079,47047,1996913,3591
2021-11-27,202147,nat,2.45722,2.51762,43297,1762035,3584
2021-12-04,202148,nat,2.56131,2.55244,52671,2056405,3608
2021-12-11,202149,nat,2.71523,2.72476,55027,2026604,3613
2021-12-18,202150,nat,3.09817,3.14645,62539,2018579,3584
2021-12-25,202151,nat,4.07763,4.00686,79184,1941911,3564
2022-01-01,202152,nat,5.07044,4.90468,113921,2246767,3532
2022-01-08,202201,nat,4.28249,4.32906,93323,2179176,3562
2022-01-15,202202,nat,3.41512,3.5344,69158,2025052,3568
2022-01-22,202203,nat,2.68756,2.82024,48685,1811493,3573
2022-01-29,202204,nat,1.96884,2.06558,34720,1763472,3554
2022-02-05,202205,nat,1.55907,1.68092,25809,1655407,3488
2022-02-12,202206,nat,1.33898,1.44022,23719,1771418,3548
2022-02-19,202207,nat,1.37013,1.48974,23930,1746548,3545
2022-02-26,202208,nat,1.369,1.46266,23620,1725348,3546
2022-03-05,202209,nat,1.42265,1.58728,25789,1812738,3541
2022-03-12,202210,nat,1.54633,1.70339,28073,1815454,3563
2022-03-19,202211,nat,1.6781,1.83335,31342,1867703,3535
2022-03-26,202212,nat,1.73106,1.87057,32433,1873589,3531
2022-04-02,202213,nat,1.85385,1.97612,34811,1877763,3518
2022-04-09,202214,nat,1.99356,2.07126,38128,1912563,3526
2022-04-16,202215,nat,2.12932,2.16302,40953,1923288,3518
2022-04-23,202216,nat,2.1826,2.20418,42072,1927606,3530
2022-04-30,202217,nat,2.21199,2.24681,44980,2033467,3520
2022-05-07,202218,nat,2.41398,2.3613,47787,1979594,3442
2022-05-14,202219,nat,2.58986,2.48314,53380,2061117,3465
2022-05-21,202220,nat,2.60388,2.45354,54062,2076213,3449
2022-05-28,202221,nat,2.64837,2.39624,53992,2038685,3409
2022-06-04,202222,nat,2.6443,2.4335,51879,1961919,3381
2022-06-11,202223,nat,2.29319,2.16334,45240,1972798,3373
2022-06-18,202224,nat,2.07391,1.98842,40250,1940774,3335
2022-06-25,202225,nat,1.91799,1.87678,37830,1972377,3387
2022-07-02,202226,nat,1.80161,1.80274,34570,1918841,3267
2022-07-09,202227,nat,1.79341,1.81978,34995,1951308,3379
2022-07-16,202228,nat,1.66862,1.67886,33011,1978336,3346
2022-07-23,202229,nat,1.64675,1.65939,32613,1980449,3348
2022-07-30,202230,nat,1.64792,1.67083,32040,1944269,3323
2022-08-06,202231,nat,1.51365,1.52259,29647,1958644,3346
2022-08-13,202232,nat,1.51374,1.50755,28923,1910699,3285
2022-08-20,202233,nat,1.6191,1.60507,31572,1949974,3329
2022-08-27,202234,nat,1.80999,1.83793,35788,1977251,3318
2022-09-03,202235,nat,1.89497,1.96433,37529,1980457,3299
2022-09-10,202236,nat,1.94821,2.02422,38334,1967653,3324
2022-09-17,202237,nat,1.9706,2.0351,39760,2017659,3350
2022-09-24,202238,nat,2.19756,2.28352,44666,2032523,3361
2022-10-01,202239,nat,2.29168,2.36029,46154,2013977,3383
2022-10-08,202240,nat,2.59379,2.61257,57318,2209814,3684
2022-10-15,202241,nat,2.85133,3.00763,63388,2223106,3720
2022-10-22,202242,nat,3.31688,3.31975,75615,2279700,3726
2022-10-29,202243,nat,4.4466,4.3682,109496,2462467,3788
2022-11-05,202244,nat,5.54702,5.42144,139247,2510305,3776
2022-11-12,202245,nat,5.67263,5.73522,140055,2468962,3793
2022-11-19,202246,nat,5.73531,5.91793,137419,2396019,3777
2022-11-26,202247,nat,7.37142,7.42531,164936,2237505,3765
2022-12-03,202248,nat,7.24012,7.21822,185673,2564503,3767
2022-12-10,202249,nat,6.82928,6.87034,167248,2448985,3750
2022-12-17,202250,nat,6.46231,6.29772,151672,2347026,3751
2022-12-24,202251,nat,6.1412,6.00293,129978,2116491,3715
2022-12-31,202252,nat,5.46656,5.33838,112531,2058533,3703
2023-01-07,202301,nat,4.07732,3.93482,92034,2257219,3740
2023-01-14,202302,nat,3.05773,2.94553,67720,2214718,3737
2023-01-21,202303,nat,2.70671,2.63811,57770,2134322,3730
2023-01-28,202304,nat,2.67225,2.62522,58231,2179097,3716
2023-02-04,202305,nat,2.68591,2.58477,59326,2208786,3734
2023-02-11,202306,nat,2.70465,2.59148,62258,2301891,3735
2023-02-18,202307,nat,2.6371,2.5701,59665,2262519,3695
2023-02-25,202308,nat,2.58651,2.52707,57223,2212367,3719
2023-03-04,202309,nat,2.44348,2.40469,55682,2278801,3725
2023-03-11,202310,nat,2.40445,2.3571,54686,2274369,3722
2023-03-18,202311,nat,2.43524,2.3545,54263,2228243,3713
2023-03-25,202312,nat,2.41343,2.31096,55394,2295244,3665
2023-04-01,202313,nat,2.34891,2.25771,53342,2270922,3688
2023-04-08,202314,nat,2.20628,2.12953,48355,2191695,3680
2023-04-15,202315,nat,2.0726,2.01047,46725,2254413,3665
2023-04-22,202316,nat,1.95437,1.90776,44507,2277306,3680
2023-04-29,202317,nat,1.97315,1.90393,44802,2270577,3677
2023-05-06,202318,nat,2.0174,1.93608,45582,2259439,3652
2023-05-13,202319,nat,1.99349,1.90846,45769,2295923,3654
2023-05-20,202320,nat,1.96616,1.88236,43287,2201602,3653
2023-05-27,202321,nat,1.91398,1.83328,41516,2169098,3518
2023-06-03,202322,nat,1.93826,1.83857,41589,2145684,3601
2023-06-10,202323,nat,1.69283,1.57748,36939,2182091,3583
2023-06-17,202324,nat,1.57462,1.48614,33880,2151633,3589
2023-06-24,202325,nat,1.44401,1.36472,30889,2139112,3582
2023-07-01,202326,nat,1.32385,1.27095,28486,2151758,3539
2023-07-08,202327,nat,1.29091,1.22553,26648,2064286,3569
2023-07-15,202328,nat,1.20177,1.15793,25903,2155400,3542
2023-07-22,202329,nat,1.19268,1.12685,25802,2163359,3560
2023-07-29,202330,nat,1.23085,1.16805,26417,2146245,3551
2023-08-05,202331,nat,1.26099,1.20299,26896,2132922,3542
2023-08-12,202332,nat,1.35931,1.27357,29313,2156467,3521
2023-08-19,202333,nat,1.53965,1.44821,33663,2186399,3533
2023-08-26,202334,nat,1.8262,1.70391,40979,2243946,3524
2023-09-02,202335,nat,1.97735,1.93305,44411,2245988,3537
2023-09-09,202336,nat,2.0246,2.00204,44734,2209523,3538
2023-09-16,202337,nat,1.99147,1.94047,45287,2274050,3558
2023-09-23,202338,nat,2.13438,2.03761,48265,2261308,3558
2023-09-30,202339,nat,2.17945,2.08992,49269,2260617,3552
2023-10-07,202340,nat,2.26141,2.27908,56309,2489991,4103
2023-10-14,202341,nat,2.31454,2.33755,57503,2484429,4124
2023-10-21,202342,nat,2.51633,2.52242,62457,2482069,4105
2023-10-28,202343,nat,2.68605,2.71275,67774,2523186,4135
2023-11-04,202344,nat,2.91431,2.94538,72208,2477704,4126
2023-11-11,202345,nat,3.32818,3.40957,85458,2567706,4122
2023-11-18,202346,nat,3.5748,3.6903,90973,2544844,4129
2023-11-25,202347,nat,3.79115,3.92958,85522,2255831,4141
2023-12-02,202348,nat,3.96202,4.03334,103664,2616442,4111
2023-12-09,202349,nat,4.35865,4.38382,114169,2619366,4073
2023-12-16,202350,nat,5.21105,5.18426,136079,2611355,4093
2023-12-23,202351,nat,6.31482,6.23157,163310,2586137,4062
2023-12-30,202352,nat,6.90944,6.7962,166197,2405363,4043
2024-01-06,202401,nat,5.76408,5.71536,143950,2497365,4078
2024-01-13,202402,nat,4.7532,4.66576,118061,2483819,4064
2024-01-20,202403,nat,4.35295,4.32446,100111,2299842,4084
2024-01-27,202404,nat,4.22481,4.22972,105578,2498999,4110
2024-02-03,202405,nat,4.27996,4.42065,107946,2522125,4093
2024-02-10,202406,nat,4.40158,4.45705,112984,2566895,4095
2024-02-17,202407,nat,4.33696,4.35511,108413,2499747,4088
2024-02-24,202408,nat,4.32386,4.33545,107398,2483847,4073
2024-03-02,202409,nat,4.09674,4.0587,104700,2555691,4058
2024-03-09,202410,nat,3.74694,3.72797,94776,2529424,4077
2024-03-16,202411,nat,3.40146,3.39722,84989,2498605,4022
2024-03-23,202412,nat,3.15473,3.08528,78492,2488074,4069
2024-03-30,202413,nat,3.03883,2.97703,73783,2428005,4060
2024-04-06,202414,nat,2.83202,2.76586,68552,2420608,4049
2024-04-13,202415,nat,2.59248,2.53824,64523,2488849,4064
2024-04-20,202416,nat,2.29479,2.24747,57547,2507721,4046
2024-04-27,202417,nat,2.24787,2.19144,55418,2465351,4020
2024-05-04,202418,nat,2.14622,2.09931,53521,2493729,3976
2024-05-11,202419,nat,2.04206,2.00488,50413,2468736,4018
2024-05-18,202420,nat,2.03606,1.97657,49410,2426743,3967
2024-05-25,202421,nat,1.95861,1.90707,47573,2428922,3921
2024-06-01,202422,nat,1.92202,1.87651,44745,2328017,3907
2024-06-08,202423,nat,1.72659,1.66065,41225,2387650,3886
2024-06-15,202424,nat,1.60594,1.58178,37749,2350585,3883
2024-06-22,202425,nat,1.54276,1.49244,35810,2321170,3881
2024-06-29,202426,nat,1.49763,1.4663,35224,2351985,3823
2024-07-06,202427,nat,1.44721,1.37639,32130,2220134,3865
2024-07-13,202428,nat,1.44812,1.45548,35017,2418108,3852
2024-07-20,202429,nat,1.43633,1.45233,33357,2322374,3798
2024-07-27,202430,nat,1.50432,1.52211,34816,2314401,3879
2024-08-03,202431,nat,1.4951,1.53543,35019,2342255,3889
2024-08-10,202432,nat,1.50508,1.53984,35085,2331105,3878
2024-08-17,202433,nat,1.56538,1.56577,37049,2366776,3888
2024-08-24,202434,nat,1.76294,1.76988,41839,2373251,3890
2024-08-31,202435,nat,1.88944,1.93414,45676,2417432,3890
2024-09-07,202436,nat,1.90808,1.9202,44740,2344763,3898
2024-09-14,202437,nat,1.90654,1.95528,46654,2447051,3844
2024-09-21,202438,nat,1.94807,1.95303,48504,2489845,3902
2024-09-28,202439,nat,1.93698,1.93495,46846,2418511,3877
2024-10-05,202440,nat,1.8485,1.90509,49676,2687374,4253
2024-10-12,202441,nat,1.94416,2.02014,51656,2656989,4271
2024-10-19,202442,nat,2.00964,2.07037,53461,2660225,4267
2024-10-26,202443,nat,2.15518,2.22044,59814,2775354,4269
2024-11-02,202444,nat,2.23339,2.31725,61076,2734678,4211
2024-11-09,202445,nat,2.38624,2.4719,65983,2765142,4258
2024-11-16,202446,nat,2.57543,2.6917,69293,2690545,4273
2024-11-23,202447,nat,2.78848,2.88949,75862,2720548,4237
2024-11-30,202448,nat,3.12363,3.18283,73943,2367211,4252
2024-12-07,202449,nat,3.24407,3.318,87437,2695286,4252
2024-12-14,202450,nat,3.6863,3.78793,100758,2733307,4251
2024-12-21,202451,nat,4.80631,4.94489,133012,2767445,4221
2024-12-28,202452,nat,6.66381,6.74349,167411,2512241,4217
2025-01-04,202501,nat,6.16668,6.25398,164458,2666881,4247
2025-01-11,202502,nat,5.29401,5.30512,139494,2634939,4243
2025-01-18,202503,nat,5.69117,5.74558,156729,2753898,4258
2025-01-25,202504,nat,6.85658,6.98693,179704,2620898,4263
2025-02-01,202505,nat,7.42518,7.79898,214625,2890504,4261
2025-02-08,202506,nat,7.70557,7.84378,222652,2889494,4250
2025-02-15,202507,nat,7.05953,6.93692,192807,2731160,4258
2025-02-22,202508,nat,6.01799,5.90072,156808,2605653,4245
2025-03-01,202509,nat,4.83865,4.87406,133099,2750746,4242
2025-03-08,202510,nat,4.26517,4.26679,114116,2675535,4237
2025-03-15,202511,nat,3.86406,3.81006,103496,2678425,4218
2025-03-22,202512,nat,3.30602,3.25232,87568,2648741,4204
2025-03-29,202513,nat,2.95371,2.89999,77150,2611965,4214
2025-04-05,202514,nat,2.59783,2.56142,66660,2565984,4199
2025-04-12,202515,nat,2.3754,2.41066,61066,2570768,4212
2025-04-19,202516,nat,2.21114,2.26966,56759,2566953,4201
2025-04-26,202517,nat,2.09482,2.16654,54691,2610776,4195
2025-05-03,202518,nat,1.94585,1.99958,50062,2572762,4142
2025-05-10,202519,nat,1.83422,1.89657,47467,2587864,4167
2025-05-17,202520,nat,1.79243,1.86402,46500,2594238,4153
2025-05-24,202521,nat,1.75584,1.8161,44991,2562363,4126
2025-05-31,202522,nat,1.76659,1.82615,43368,2454893,4131
2025-06-07,202523,nat,1.56093,1.6042,39019,2499733,4005
2025-06-14,202524,nat,1.38411,1.4049,34363,2482683,4111
2025-06-21,202525,nat,1.28407,1.31999,31433,2447914,4105
2025-06-28,202526,nat,1.16319,1.17989,28825,2478105,4097
2025-07-05,202527,nat,1.08705,1.108,25535,2349012,4093
2025-07-12,202528,nat,1.05602,1.15638,26359,2496062,4049
2025-07-19,202529,nat,1.01061,1.05736,24765,2450508,4046
2025-07-26,202530,nat,1.00323,1.03242,25096,2501517,4068
2025-08-02,202531,nat,1.02067,1.05832,25181,2467098,4006
2025-08-09,202532,nat,1.10207,1.14965,27257,2473257,4075
2025-08-16,202533,nat,1.15642,1.21395,29175,2522881,4003
2025-08-23,202534,nat,1.41647,1.45765,35042,2473905,4051
2025-08-30,202535,nat,1.6592,1.79113,41515,2502107,3987
2025-09-06,202536,nat,1.69183,1.80315,42038,2484768,4054
2025-09-13,202537,nat,1.65887,1.75434,42083,2536855,4012
2025-09-20,202538,nat,1.62581,1.72128,41955,2580563,4053
2025-09-27,202539,nat,1.55805,1.68219,39771,2552619,4032
2025-10-04,202540,nat,1.55382,1.61436,41531,2672834,4324
2025-10-11,202541,nat,1.58014,1.63874,41509,2626922,4337
2025-10-18,202542,nat,1.61942,1.70106,41966,2591418,4336
2025-10-25,202543,nat,1.68654,1.74217,44217,2621762,4342
2025-11-01,202544,nat,1.78931,1.82844,45671,2552431,4340
2025-11-08,202545,nat,2.06886,2.12441,54426,2630728,4353
2025-11-15,202546,nat,2.18377,2.26611,56891,2605168,4348
2025-11-22,202547,nat,2.48497,2.52899,66238,2665548,4370
2025-11-29,202548,nat,3.05774,2.96861,70428,2303270,4341
2025-12-06,202549,nat,3.30581,3.29065,87202,2637838,4338
2025-12-13,202550,nat,4.27722,4.12567,114193,2669796,4359
2025-12-20,202551,nat,6.21522,6.00861,171699,2762555,4336
2025-12-27,202552,nat,8.48349,8.28045,215461,2539768,4314
2026-01-03,202553,nat,7.25206,7.16828,187814,2589803,4300
2026-01-10,202601,nat,5.21759,5.29458,146982,2817047,4333
2026-01-17,202602,nat,4.31015,4.38115,114940,2666731,4322
2026-01-24,202603,nat,4.37583,4.72939,109858,2510564,4311
2026-01-31,202604,nat,4.27285,4.42327,103409,2420140,4326
2026-02-07,202605,nat,4.2507,4.60901,110650,2603100,4302
2026-02-14,202606,nat,4.38718,4.56953,118019,2690085,4314
2026-02-21,202607,nat,4.27605,4.41862,113457,2653315,4327
2026-02-28,202608,nat,3.76739,3.87331,100101,2657041,4328
2026-03-07,202609,nat,3.61039,3.70278,98367,2724550,4328
2026-03-14,202610,nat,3.24055,3.27229,87642,2704543,4298
2026-03-21,202611,nat,2.85991,2.89909,74736,2613228,4307
2026-03-28,202612,nat,2.64492,2.65501,70318,2658610,4292
2026-04-04,202613,nat,2.37503,2.36749,60926,2565273,4189
2026-04-11,202614,nat,2.06374,2.08649,52876,2562150,4170
2026-04-18,202615,nat,1.8568,1.8769,49606,2671588,4270
2026-04-25,202616,nat,1.77419,1.81466,46721,2633371,4239
2026-05-02,202617,nat,1.72084,1.75442,44512,2586647,4149
